8/2/1973,M,99078,Spain,1,nm,LAU,L,51690
13/7/1985,M,97370,Italy,1,d,LAU,DS,17762
25/1/1989,F,95636,France,3,nm,MED,DS,59375
8/5/1988,M,90313,Portugal,7,m,MED,DS,20953
18/6/1978,M,98082,Hungary,8,m,SUP,D,22980
21/4/1981,M,92442,Spain,7,m,MED,D,74918
5/4/1983,F,93138,Finland,8,m,LAU,D,47883
10/6/1980,M,94371,GreatBritain,5,d,MED,DIS,68487
26/11/1989,F,99831,Spain,0,m,SUP,DS,79419
8/3/1983,F,97839,Italy,1,m,LAU,DIS,31528
19/9/1971,F,96130,Spain,4,d,MED,DIS,25318
11/4/1975,M,99072,Spain,5,m,SUP,L,63928
23/2/1984,M,90954,Denmark,2,m,MED,DIS,71027
22/6/1983,F,97570,Spain,6,d,MED,DS,31837
13/4/1974,M,94522,GreatBritain,7,d,MED,DIS,14824
27/4/1973,M,90218,Poland,8,nm,SUP,DIS,74422
10/3/1985,F,99960,Spain,2,m,MED,L,71642
16/5/1970,M,96648,Austria,3,m,MED,DS,12113
16/5/1974,F,96094,Greece,7,d,SUP,D,54167
18/7/1989,F,98808,Greece,6,nm,MED,DS,36795
26/9/1989,F,97940,Austria,8,m,MED,D,57027
5/7/1980,M,98825,Hungary,5,m,LAU,L,47246
5/6/1979,F,91651,Italy,2,m,MED,DS,77388
7/2/1970,F,95461,Poland,3,nm,SUP,DS,77964
25/8/1983,M,93184,France,8,d,MED,DS,47067
26/9/1971,F,92300,Ireland,0,d,MED,DS,79613
3/3/1979,F,99831,Spain,5,d,MED,DS,39111
8/11/1982,M,94670,GreatBritain,4,nm,LAU,DIS,39836
8/6/1986,F,95314,Spain,5,d,SUP,DS,53717
18/11/1981,F,97192,Ireland,2,nm,SUP,L,78895
8/4/1977,M,98647,Portugal,6,d,LAU,D,35243
17/2/1986,F,97613,Finland,0,m,SUP,DIS,67312
8/5/1970,F,94596,GreatBritain,3,m,LAU,DS,45945
15/5/1975,M,93613,Austria,8,d,LAU,D,78679
18/5/1972,M,96375,Spain,3,nm,LAU,D,22976
9/1/1975,F,98915,Poland,3,m,SUP,L,68481
14/3/1971,M,95626,Poland,1,nm,MED,D,39096
5/7/1971,M,90062,Poland,5,m,LAU,DS,56951
3/7/1974,F,98423,France,4,d,LAU,DIS,33666
16/4/1970,M,90441,Poland,1,d,MED,D,55636
23/7/1982,M,91549,Hungary,4,m,MED,DS,38812
20/8/1971,F,98802,Ireland,7,m,SUP,DIS,32876
5/10/1987,M,99241,Austria,3,m,SUP,DIS,24421
15/10/1970,F,93802,Italy,8,m,LAU,L,74283
26/8/1977,M,95364,Poland,6,nm,MED,DIS,38938
26/2/1973,M,97679,Finland,7,m,LAU,DIS,61605
6/2/1989,F,99166,France,0,m,LAU,L,28075
2/1/1980,M,92823,GreatBritain,6,d,LAU,L,14986
21/1/1984,M,98727,Italy,1,nm,SUP,L,48691
17/5/1979,M,96587,Italy,0,d,SUP,DIS,52321
20/6/1976,F,95472,Denmark,1,d,MED,DIS,16557
23/10/1981,M,97622,Finland,8,d,SUP,DS,59617
19/2/1984,F,95901,Hungary,7,d,SUP,DIS,46777
17/10/1986,M,91522,Ireland,3,d,MED,DS,22182
23/2/1973,F,94556,GreatBritain,7,d,MED,DIS,69666
14/8/1975,M,93485,Hungary,3,nm,MED,D,19306
4/5/1970,F,91260,Poland,5,d,LAU,DS,39134
17/5/1978,M,99757,Italy,2,nm,LAU,DIS,10401
12/3/1979,F,98455,Finland,5,nm,SUP,DS,69722
17/9/1970,M,99947,France,7,m,SUP,DS,36266
16/4/1970,F,92867,GreatBritain,5,nm,MED,DS,52478
27/5/1986,M,96283,Italy,3,d,MED,DS,32304
27/2/1973,M,93440,Greece,1,d,LAU,DIS,32653
12/9/1988,M,98893,Austria,5,d,LAU,DS,15528
14/11/1983,F,92254,Poland,7,d,MED,DS,47982
24/6/1984,F,94127,Denmark,1,nm,LAU,D,22894
25/2/1974,F,91523,Greece,8,m,LAU,DS,57701
16/5/1980,M,94632,France,5,nm,SUP,L,45612
23/9/1988,F,91556,Germany,2,nm,MED,DIS,38030
10/10/1980,M,99653,Italy,0,d,MED,D,13178
26/10/1971,M,97219,Finland,8,m,SUP,DIS,11137
8/11/1975,F,94127,Germany,6,nm,MED,L,59154
23/8/1978,F,93603,Hungary,6,d,MED,D,14235
17/5/1976,F,98303,GreatBritain,6,d,MED,DS,50325
25/7/1981,M,91803,GreatBritain,0,d,LAU,DS,24111
23/2/1976,F,91631,Germany,6,m,LAU,DIS,35609
15/8/1986,F,98487,Germany,2,d,MED,DIS,26711
26/9/1985,F,96560,GreatBritain,7,nm,LAU,DS,64591
11/6/1979,M,95681,Poland,1,nm,SUP,L,41094
15/9/1973,F,99030,Italy,0,m,SUP,D,48297
24/9/1983,F,91453,Italy,1,nm,LAU,DIS,22904
2/4/1970,M,92200,Portugal,0,nm,SUP,DS,41864
4/5/1984,M,96339,Finland,7,nm,LAU,D,13245
6/2/1977,M,91184,Denmark,3,nm,LAU,DS,37253
1/8/1982,F,91734,Italy,0,m,LAU,D,79232
23/1/1971,F,97061,Spain,3,nm,SUP,DIS,60675
25/9/1984,F,94514,Poland,0,m,SUP,DIS,60496
3/10/1972,M,94445,Spain,8,d,SUP,D,37627
3/10/1972,M,90178,France,8,d,LAU,D,30238
22/5/1978,F,94727,Denmark,0,m,LAU,DS,26593
20/9/1978,F,94955,Denmark,4,m,MED,L,77107
21/3/1976,M,96425,Denmark,0,m,MED,DS,50726
25/6/1986,M,95140,Portugal,3,m,LAU,D,78010
5/8/1988,M,99563,Italy,7,nm,MED,DS,75001
5/6/1973,M,90269,GreatBritain,3,m,LAU,DS,58083
8/11/1984,F,95834,Italy,8,nm,SUP,D,61141
25/5/1974,F,91239,Finland,6,m,LAU,DIS,39204
24/10/1989,M,93585,Italy,0,m,LAU,DIS,65461
11/10/1973,F,96854,Ireland,3,nm,LAU,DIS,67907
22/7/1988,M,92972,Ireland,7,nm,MED,DS,48923
24/4/1971,F,94044,Austria,5,nm,MED,DS,68198
5/11/1981,F,93552,Finland,1,d,LAU,DS,17099
13/6/1977,F,90982,Denmark,5,m,LAU,L,28776
13/9/1986,F,94100,Portugal,5,d,LAU,DIS,20237
22/11/1976,M,95801,Spain,0,m,MED,DS,32597
12/2/1987,F,92597,GreatBritain,2,m,SUP,DIS,64747
21/11/1976,F,90459,Denmark,3,m,LAU,DS,32778
2/11/1982,F,96543,Austria,4,m,SUP,DIS,33548
20/9/1989,F,92621,Portugal,3,nm,MED,L,51609
16/4/1974,F,98503,Portugal,5,nm,SUP,DIS,29948
16/9/1979,F,93220,Hungary,0,m,LAU,D,71251
14/6/1982,M,95893,GreatBritain,6,m,LAU,DS,71013
17/8/1973,F,92460,Finland,6,d,MED,D,38681
8/6/1979,F,94500,GreatBritain,8,m,SUP,D,29351
3/4/1988,M,98473,Denmark,8,nm,LAU,L,14961
6/9/1987,M,92170,Spain,7,nm,MED,D,26477
11/9/1974,M,95463,Hungary,2,nm,MED,DIS,37154
19/6/1984,F,98165,France,6,nm,LAU,DIS,65521
12/9/1988,F,98786,Poland,1,d,MED,L,70676
22/5/1987,F,98232,Portugal,8,m,SUP,D,72242
1/8/1983,M,93955,GreatBritain,0,m,SUP,D,21718
22/8/1977,F,99632,Poland,1,d,LAU,DIS,21734
13/8/1984,M,92666,GreatBritain,6,d,SUP,DIS,43218
27/7/1987,M,91042,GreatBritain,4,d,SUP,D,36590
19/11/1989,F,98524,Austria,0,m,SUP,DS,48943
15/11/1975,F,91888,Denmark,1,m,MED,L,12951
15/7/1988,F,96823,Italy,2,nm,MED,DS,37129
7/3/1982,M,94724,Portugal,4,m,MED,D,32981
4/11/1971,F,99238,Ireland,8,d,LAU,DIS,77292
9/3/1978,F,93451,France,0,d,MED,L,19829
3/4/1981,M,95352,Germany,3,m,MED,L,58750
25/6/1982,F,93555,Italy,6,d,LAU,DS,59756
4/9/1975,F,97026,Finland,0,nm,LAU,L,20671
10/9/1970,M,97175,Poland,8,d,LAU,L,21389
19/5/1973,F,99558,Spain,7,nm,SUP,DIS,17682
4/4/1972,M,93200,Greece,0,nm,SUP,DIS,16235
12/9/1982,M,99761,Italy,8,nm,SUP,DIS,29794
5/10/1974,F,98291,Hungary,2,nm,MED,DS,24737
25/8/1986,F,97095,Spain,0,nm,MED,DIS,36343
17/8/1984,F,99613,Poland,8,nm,LAU,L,47171
5/2/1981,M,90462,Hungary,8,m,LAU,L,12430
9/5/1985,M,90145,GreatBritain,2,m,LAU,DS,47124
2/2/1985,M,92444,France,5,nm,LAU,DS,57693
20/2/1977,F,97066,GreatBritain,7,d,SUP,DIS,72646
20/6/1974,F,91346,Hungary,3,nm,SUP,DS,66960
22/1/1987,F,97319,Poland,3,nm,LAU,D,16539
22/6/1976,F,92581,Spain,1,nm,SUP,DS,14035
2/6/1984,F,99729,Poland,4,nm,MED,DIS,74753
8/10/1981,M,97305,Greece,0,d,LAU,L,13565
6/2/1973,M,93072,Austria,1,d,LAU,DIS,52036
15/11/1978,F,91906,Italy,5,d,SUP,DIS,74279
4/6/1987,M,95176,Hungary,0,d,LAU,L,25632
26/5/1987,F,95509,Austria,3,d,SUP,DS,73845
21/2/1977,F,91092,France,8,m,SUP,D,74032
27/8/1975,F,99198,Spain,4,nm,LAU,DS,43036
16/3/1971,M,92994,Denmark,4,m,MED,DIS,53775
16/5/1976,F,94551,Germany,2,d,MED,D,12730
5/9/1980,M,90707,France,3,d,SUP,L,57948
15/2/1985,F,96487,Greece,2,d,LAU,D,12499
20/2/1983,F,97527,Denmark,2,m,SUP,DIS,66942
13/5/1984,M,96616,Hungary,2,nm,SUP,L,36103
9/4/1989,F,99661,Spain,2,nm,MED,L,11718
26/1/1971,F,95282,Hungary,5,m,MED,DS,17175
1/3/1979,M,90454,France,0,m,SUP,L,20436
24/2/1976,F,99681,Greece,5,d,LAU,L,53753
4/6/1989,F,99520,France,4,nm,LAU,DS,48957
6/11/1983,M,99581,Denmark,6,nm,LAU,DS,42252
14/8/1983,M,96594,Germany,4,nm,LAU,DS,59052
24/4/1971,M,93709,GreatBritain,3,nm,LAU,D,49977
5/9/1981,M,95654,Greece,3,d,SUP,DS,74865
19/5/1989,F,97539,Austria,8,nm,SUP,DS,58621
14/3/1980,F,94964,Poland,4,m,SUP,DS,29574
1/6/1970,M,95213,Finland,4,d,SUP,DIS,13457
12/6/1984,F,96591,France,3,m,SUP,L,11307
11/11/1978,F,94530,Ireland,7,nm,LAU,DIS,11392
8/8/1988,M,96583,Ireland,5,d,LAU,L,78355
7/6/1971,F,98403,Denmark,5,nm,SUP,D,33864
10/1/1984,M,96246,Ireland,6,m,MED,DIS,50958
19/1/1985,F,99628,GreatBritain,6,nm,MED,D,54145
11/7/1974,M,91069,France,0,nm,LAU,D,25203
1/10/1986,M,98400,Italy,0,d,SUP,D,45072
11/10/1986,F,97288,Denmark,5,m,SUP,D,67867
22/7/1970,F,95320,Spain,2,nm,SUP,DIS,48070
14/5/1986,F,95446,Germany,5,nm,SUP,DS,60601
17/7/1989,M,92697,Germany,0,m,MED,DS,23844
15/7/1978,F,94476,France,8,m,LAU,DIS,53358
20/2/1976,M,96396,GreatBritain,4,m,MED,DIS,33675
27/10/1989,F,90952,Portugal,0,d,SUP,DIS,78083
15/9/1987,F,91246,Portugal,7,m,MED,DS,58353
16/10/1970,M,93439,Austria,8,d,MED,L,51807
7/10/1972,F,98610,Finland,3,m,LAU,DS,22815
5/7/1980,M,96920,Spain,5,nm,LAU,DS,67517
8/5/1981,M,93075,Finland,1,d,SUP,L,63059
24/10/1984,F,92814,Italy,2,m,MED,D,20498
6/6/1981,F,90767,Finland,1,m,SUP,L,20398
4/6/1987,F,95032,Ireland,0,m,SUP,DS,68000
16/7/1983,M,98418,Greece,5,d,SUP,D,55061
9/5/1982,M,96162,Spain,1,nm,SUP,D,51518
12/3/1973,M,95345,Ireland,2,d,LAU,L,78354
20/10/1985,M,92431,Ireland,2,m,LAU,L,51056
19/10/1979,M,99769,Finland,4,d,LAU,DIS,42323
21/7/1975,F,94427,Austria,5,nm,SUP,DS,31430
25/6/1984,F,92764,Hungary,4,d,LAU,D,29179
8/7/1973,F,98241,Austria,5,nm,LAU,DS,75976
6/7/1987,F,93193,Denmark,1,d,MED,D,75922
19/11/1973,F,90043,France,2,nm,SUP,D,46361
16/11/1982,F,92689,France,2,d,MED,D,42692
22/11/1978,M,95140,Italy,7,d,SUP,D,39224
17/2/1989,F,92543,Portugal,1,m,SUP,L,76837
18/3/1970,M,90060,Austria,3,d,MED,D,56037
8/3/1988,F,92665,Italy,0,nm,SUP,DIS,67545
14/10/1989,M,95547,Spain,0,m,SUP,DIS,39079
9/3/1971,F,94043,Poland,8,d,LAU,DIS,72700
6/9/1987,F,97831,Austria,1,d,MED,D,60308
17/8/1985,F,99525,Finland,6,d,MED,L,38436
4/10/1977,F,90958,Austria,5,d,LAU,D,74936
12/1/1984,M,96862,Greece,0,d,SUP,DS,61407
17/3/1981,M,90973,Poland,3,m,SUP,D,15750
10/9/1984,F,92784,Denmark,7,m,LAU,L,10997
20/4/1988,F,92777,Portugal,5,m,LAU,D,38046
5/1/1988,M,96994,Finland,1,nm,LAU,L,36527
3/10/1988,F,97345,Poland,7,nm,MED,DIS,38052
6/1/1979,M,91267,Germany,6,nm,MED,DS,68906
16/3/1980,M,93812,Greece,6,d,SUP,DIS,26829
19/7/1970,F,96834,Portugal,0,nm,LAU,L,74041
6/9/1981,F,90851,Austria,2,d,SUP,DS,68067
7/7/1988,M,94864,Greece,7,d,LAU,L,11895
21/9/1973,M,91294,Italy,2,d,LAU,DS,15408
25/1/1980,M,91354,Italy,0,m,LAU,DIS,31110
3/5/1986,F,94752,Spain,3,d,SUP,D,65649
6/4/1983,F,92208,Greece,6,nm,SUP,DIS,19000
14/5/1987,M,94994,Finland,2,nm,SUP,DS,38490
25/7/1975,M,93764,Greece,4,nm,LAU,DS,25298
21/7/1985,M,92131,Italy,6,nm,LAU,DS,65710
3/11/1978,F,92581,GreatBritain,8,nm,MED,DS,18700
13/1/1973,F,97576,Spain,3,d,LAU,DIS,49312
16/9/1970,M,98938,Hungary,0,m,MED,D,76951
17/10/1981,M,90916,Spain,6,m,SUP,D,35268
26/8/1980,F,96174,Hungary,8,nm,LAU,DS,56359
19/11/1979,F,98871,Germany,6,d,SUP,DS,20048
16/6/1985,F,91707,Austria,1,nm,MED,DIS,48293
19/6/1983,F,94663,Germany,4,nm,SUP,L,28734
2/2/1972,F,91151,Spain,1,nm,LAU,L,79805
23/4/1978,F,91268,Portugal,6,nm,LAU,L,15732
9/11/1977,F,99418,France,6,m,MED,D,60220
24/7/1980,F,99985,Austria,1,nm,SUP,DS,41115
4/11/1986,M,98707,Spain,2,d,LAU,D,35809
21/9/1987,M,99776,Italy,8,d,SUP,D,33563
18/10/1975,M,93877,Poland,1,m,LAU,D,61718
17/1/1978,M,97143,Italy,6,d,SUP,DIS,55416
12/10/1970,M,98517,Ireland,1,d,MED,L,43721
4/8/1976,M,97737,Austria,1,d,MED,L,79277
5/9/1970,F,96890,Portugal,7,nm,SUP,L,67407
25/5/1983,M,91903,Ireland,2,m,LAU,L,11108
1/1/1979,M,96519,Denmark,8,d,MED,DIS,27614
17/11/1975,F,97381,Greece,5,nm,SUP,DIS,11163
3/2/1986,M,96293,Austria,5,d,SUP,D,35780
1/4/1982,M,94247,France,7,m,SUP,DS,75223
26/5/1987,M,95141,Portugal,0,nm,LAU,L,14888
2/2/1987,M,93715,Finland,7,nm,SUP,L,40273
22/1/1987,F,95297,Hungary,5,d,LAU,DS,24386
24/8/1978,M,93015,Italy,2,m,SUP,D,36361
24/1/1976,M,92469,France,1,d,MED,D,47521
5/6/1985,M,90359,Finland,3,m,MED,DIS,62378
14/2/1980,F,97505,Portugal,3,m,LAU,L,58428
17/3/1979,F,94884,Austria,3,m,SUP,L,74714
6/9/1976,M,91854,Ireland,2,d,LAU,DS,71846
2/5/1986,F,97053,Denmark,6,m,MED,DS,63331
25/8/1983,F,92818,Denmark,3,m,SUP,DIS,56026
3/11/1973,M,91465,Ireland,1,d,LAU,L,78066
25/3/1985,M,96800,Austria,2,m,SUP,DIS,24131
26/1/1971,M,90632,Spain,7,nm,MED,DS,54614
7/1/1973,F,95795,Greece,4,nm,SUP,DIS,16755
8/11/1972,F,99521,Finland,4,m,LAU,L,44660
18/2/1975,M,97781,Austria,4,m,SUP,DS,12045
11/10/1973,F,94170,Italy,5,nm,MED,DS,10088
22/3/1989,F,97833,Poland,1,d,MED,DIS,59980
11/4/1986,F,96541,Denmark,0,d,LAU,DIS,58818
27/10/1987,F,97881,Hungary,1,d,LAU,D,76586
27/6/1981,F,93023,Greece,5,nm,LAU,D,38206
4/11/1971,M,97693,Spain,7,m,SUP,L,55961
19/3/1989,F,96987,Hungary,0,d,MED,DS,34231
4/6/1972,M,92837,Italy,2,d,LAU,DIS,45040
24/9/1986,F,91226,Denmark,2,d,MED,DIS,76310
8/8/1978,F,91600,Finland,3,m,SUP,DIS,15790
23/5/1986,M,93675,Poland,1,nm,LAU,D,32985
21/9/1976,M,98185,Greece,5,d,SUP,L,73085
22/2/1989,M,97601,Greece,0,nm,MED,L,25003
19/1/1988,F,94206,Austria,3,m,SUP,L,55751
5/11/1970,F,93692,Denmark,7,nm,SUP,D,15547
19/10/1974,M,91756,Portugal,5,m,SUP,D,13332
24/1/1979,M,97594,Germany,5,m,SUP,DIS,61072
23/8/1986,F,95234,Poland,7,nm,SUP,DIS,47931
13/6/1977,M,99247,GreatBritain,1,m,LAU,DIS,78159
4/11/1983,F,93766,Austria,2,nm,MED,DS,48238
3/10/1985,F,94539,Hungary,3,m,LAU,D,26935
27/10/1972,M,93593,Ireland,0,m,LAU,DIS,21563
11/4/1981,M,90706,France,4,d,SUP,DS,49437
16/3/1970,M,99188,Poland,5,d,LAU,DS,57614
9/1/1975,F,92678,Spain,4,d,LAU,D,73190
18/8/1971,M,91133,Italy,7,m,LAU,DS,48937
23/5/1974,M,91906,GreatBritain,1,m,LAU,DS,57287
11/5/1981,F,97952,Austria,1,d,LAU,D,64767
20/2/1989,F,93770,Greece,0,d,MED,L,18485
26/4/1983,F,92083,Hungary,0,nm,LAU,DIS,15500
22/2/1977,M,96598,GreatBritain,5,d,SUP,L,70708
12/4/1976,F,97817,Spain,1,m,MED,D,60674
22/6/1973,M,99620,GreatBritain,5,d,LAU,D,37610
20/10/1988,M,91446,GreatBritain,0,nm,LAU,L,16235
10/7/1974,F,99549,Greece,5,d,LAU,D,48538
25/6/1981,M,92526,Greece,3,nm,SUP,DIS,12558
14/10/1988,F,94274,Portugal,1,m,MED,L,64544
21/10/1980,M,96380,Poland,3,m,LAU,DIS,19346
11/3/1976,F,96497,Portugal,4,d,SUP,D,28744
7/3/1974,F,94017,Spain,4,d,LAU,L,51723
26/4/1984,F,91976,Spain,7,d,SUP,DIS,71948
5/10/1979,M,98715,Finland,4,nm,MED,DS,33822
5/1/1970,F,93687,Finland,0,nm,SUP,L,17474
22/7/1974,F,92098,GreatBritain,8,nm,LAU,L,65575
1/9/1985,F,90273,Portugal,1,m,MED,L,32563
9/8/1971,F,94348,Italy,1,nm,LAU,DIS,69567
15/10/1986,M,90281,Italy,3,d,LAU,D,16774
7/2/1970,M,98026,Portugal,2,d,MED,D,60399
19/7/1972,M,91891,Austria,5,m,MED,L,40876
22/11/1981,M,96306,Ireland,7,m,SUP,D,37421
12/7/1979,F,95317,Hungary,2,nm,MED,D,53607
17/7/1978,M,99957,Finland,5,nm,LAU,DS,14640
4/4/1972,F,94153,GreatBritain,4,nm,LAU,L,75470
8/11/1971,M,92705,Italy,4,m,MED,DS,41650
11/10/1971,F,95330,Ireland,1,m,LAU,L,40609
3/8/1984,M,98139,Germany,4,m,MED,D,27202
1/2/1989,F,90842,France,6,m,LAU,DIS,43551
27/9/1989,M,98730,Finland,8,d,SUP,DS,79239
16/9/1983,M,99041,Germany,5,nm,SUP,D,60901
27/9/1986,F,96104,Poland,3,nm,MED,D,51592
22/3/1971,F,98417,Hungary,1,nm,LAU,DIS,79283
4/6/1978,M,93139,Spain,4,nm,MED,DS,18696
4/8/1970,F,91787,GreatBritain,6,m,LAU,DS,75177
6/5/1980,F,90906,Hungary,2,nm,MED,DS,44624
10/1/1974,F,96504,Poland,8,m,MED,L,36779
1/4/1984,M,94501,Greece,6,nm,MED,L,75978
24/9/1980,M,94569,Finland,2,m,SUP,DS,49299
23/4/1976,M,90728,France,3,d,LAU,DS,67829
26/10/1972,M,91473,Portugal,7,nm,MED,L,66873
23/6/1972,M,90677,Austria,3,m,MED,D,26621
18/7/1974,F,90726,Poland,4,m,SUP,L,24679
14/10/1985,M,91819,Ireland,5,m,LAU,D,30735
22/4/1978,F,91780,GreatBritain,6,nm,LAU,L,34111
22/2/1988,M,96614,Greece,8,nm,LAU,L,71205
15/7/1975,F,97298,Germany,4,d,SUP,L,21831
23/1/1981,M,98872,Finland,6,m,LAU,D,77744
6/4/1977,M,94548,Italy,4,nm,MED,D,66820
12/4/1970,M,90688,Germany,2,d,MED,DS,35866
3/7/1982,M,98192,France,8,d,MED,L,59676
10/9/1980,F,93510,Spain,6,m,MED,D,54466
20/4/1977,F,94564,Italy,1,nm,LAU,DS,28565
17/6/1986,M,98294,Spain,1,m,SUP,L,30746
24/2/1971,F,92158,Austria,1,m,SUP,DS,79393
13/6/1977,F,94516,Spain,8,m,LAU,L,55055
10/6/1984,F,99567,Portugal,5,nm,LAU,L,73803
27/2/1979,F,93397,Finland,8,m,MED,D,26994
17/1/1974,M,90518,Finland,1,m,LAU,L,71946
14/5/1975,F,90913,Denmark,8,nm,MED,DS,29368
15/1/1982,M,99291,Hungary,8,nm,MED,DS,64175
16/9/1988,F,94109,Finland,7,nm,LAU,DIS,27206
4/2/1972,M,97382,Austria,7,nm,MED,DIS,52751
26/4/1987,F,94826,Hungary,0,d,SUP,DS,77551
13/1/1977,M,90259,Denmark,3,m,MED,D,44473
19/8/1978,F,97249,Hungary,2,m,LAU,DS,75054
27/10/1988,F,98852,France,3,m,MED,DS,15404
3/7/1977,F,95409,Denmark,3,m,MED,D,30090
13/6/1988,M,93819,Germany,0,m,LAU,DIS,59056
10/9/1981,F,99062,Poland,6,m,MED,DIS,77268
1/3/1979,F,97411,Portugal,8,d,LAU,L,18845
1/11/1980,M,97818,Germany,3,m,SUP,DS,13245
19/4/1971,M,91326,Poland,1,m,SUP,DS,30261
27/5/1980,F,95027,Portugal,4,nm,LAU,D,75093
9/7/1976,F,93343,GreatBritain,5,d,MED,DS,48934
4/5/1986,F,92441,Greece,4,nm,LAU,D,53344
26/6/1980,F,97703,Greece,7,d,SUP,DIS,50176
1/5/1976,M,90815,Germany,6,d,MED,DIS,32899
18/10/1980,M,96576,Spain,4,d,SUP,DS,65971
10/4/1983,M,99167,Poland,6,m,MED,L,28458
8/3/1970,M,92965,Hungary,1,d,SUP,DIS,76048
21/10/1971,F,99057,Germany,0,m,MED,DS,78712
9/10/1985,F,99881,Denmark,1,nm,LAU,DS,44435
3/6/1985,M,99581,GreatBritain,0,m,MED,DS,22601
19/11/1986,M,90421,Finland,1,d,MED,D,77549
10/9/1977,M,92603,Greece,0,nm,LAU,DS,15094
1/10/1972,M,97770,Ireland,4,d,LAU,DS,69896
5/6/1978,F,96415,Germany,3,nm,LAU,D,65826
6/6/1971,F,90557,Austria,6,d,LAU,D,21165
16/8/1973,F,94394,Finland,6,d,LAU,DIS,59032
27/9/1970,M,94861,Portugal,4,m,SUP,DIS,70905
5/3/1982,F,94561,Italy,5,d,SUP,L,13292
17/2/1970,F,90592,GreatBritain,6,d,SUP,DS,63020
26/6/1970,F,97021,Poland,4,d,MED,L,76284
1/1/1987,M,92769,Denmark,6,d,MED,D,50493
21/9/1989,M,91306,Finland,6,d,SUP,D,27755
18/11/1988,M,91816,Poland,5,m,SUP,DIS,56646
5/8/1975,M,91333,France,5,nm,MED,D,38960
7/9/1980,F,95860,Ireland,8,nm,LAU,D,52884
23/10/1983,M,95231,Spain,4,m,MED,L,62761
8/9/1982,M,99765,Finland,5,d,LAU,D,56356
17/11/1978,F,93245,Denmark,6,d,LAU,DIS,35061
5/6/1971,F,93390,Denmark,3,d,LAU,DIS,15954
21/11/1983,F,93508,Hungary,8,m,LAU,DS,38312
2/1/1976,M,96213,Greece,6,m,LAU,DIS,40205
2/3/1983,F,91136,Italy,0,d,SUP,L,65142
11/2/1970,M,98694,Poland,3,m,LAU,DS,39087
18/1/1983,F,95968,France,7,d,MED,D,66734
16/4/1984,F,96806,GreatBritain,4,d,MED,L,48830
10/7/1971,M,92836,Greece,3,d,SUP,DIS,24327
12/4/1973,F,95167,Ireland,7,m,MED,DS,39154
3/3/1978,M,91450,Portugal,5,nm,MED,L,34084
14/7/1981,F,93973,Austria,8,d,LAU,DIS,67850
11/9/1979,F,91320,Spain,7,d,LAU,L,17480
22/6/1977,F,93762,Finland,6,nm,MED,L,14520
2/2/1970,M,97506,GreatBritain,5,m,LAU,DIS,71551
