29351,2****,*
14961,1****,*
26477,2****,*
37154,3****,*
65521,6****,*
70676,7****,*
72242,7****,*
21718,2****,*
21734,2****,*
43218,4****,*
36590,3****,*
48943,4****,*
12951,1****,*
37129,3****,*
32981,3****,*
77292,7****,*
19829,1****,*
58750,5****,*
59756,5****,*
20671,2****,*
21389,2****,*
17682,1****,*
16235,1****,*
29794,2****,*
24737,2****,*
36343,3****,*
47171,4****,*
12430,1****,*
47124,4****,*
57693,5****,*
72646,7****,*
66960,6****,*
16539,1****,*
14035,1****,*
74753,7****,*
13565,1****,*
52036,5****,*
74279,7****,*
25632,2****,*
73845,7****,*
74032,7****,*
43036,4****,*
53775,5****,*
12730,1****,*
57948,5****,*
12499,1****,*
66942,6****,*
36103,3****,*
11718,1****,*
17175,1****,*
20436,2****,*
53753,5****,*
48957,4****,*
42252,4****,*
59052,5****,*
49977,4****,*
74865,7****,*
58621,5****,*
29574,2****,*
13457,1****,*
11307,1****,*
11392,1****,*
78355,7****,*
33864,3****,*
50958,5****,*
54145,5****,*
25203,2****,*
45072,4****,*
67867,6****,*
48070,4****,*
60601,6****,*
23844,2****,*
53358,5****,*
33675,3****,*
78083,7****,*
58353,5****,*
51807,5****,*
22815,2****,*
67517,6****,*
63059,6****,*
20498,2****,*
20398,2****,*
68000,6****,*
55061,5****,*
51518,5****,*
78354,7****,*
51056,5****,*
42323,4****,*
31430,3****,*
29179,2****,*
75976,7****,*
75922,7****,*
46361,4****,*
42692,4****,*
39224,3****,*
76837,7****,*
56037,5****,*
67545,6****,*
39079,3****,*
72700,7****,*
60308,6****,*
38436,3****,*
74936,7****,*
61407,6****,*
15750,1****,*
10997,1****,*
38046,3****,*
36527,3****,*
38052,3****,*
68906,6****,*
26829,2****,*
74041,7****,*
68067,6****,*
11895,1****,*
15408,1****,*
31110,3****,*
65649,6****,*
19000,1****,*
38490,3****,*
25298,2****,*
65710,6****,*
18700,1****,*
49312,4****,*
76951,7****,*
35268,3****,*
56359,5****,*
20048,2****,*
48293,4****,*
28734,2****,*
79805,7****,*
15732,1****,*
60220,6****,*
41115,4****,*
35809,3****,*
33563,3****,*
61718,6****,*
55416,5****,*
43721,4****,*
79277,7****,*
67407,6****,*
11108,1****,*
27614,2****,*
11163,1****,*
35780,3****,*
75223,7****,*
14888,1****,*
40273,4****,*
24386,2****,*
36361,3****,*
47521,4****,*
62378,6****,*
58428,5****,*
74714,7****,*
71846,7****,*
63331,6****,*
56026,5****,*
78066,7****,*
24131,2****,*
54614,5****,*
16755,1****,*
44660,4****,*
12045,1****,*
10088,1****,*
59980,5****,*
58818,5****,*
76586,7****,*
38206,3****,*
55961,5****,*
34231,3****,*
45040,4****,*
76310,7****,*
15790,1****,*
32985,3****,*
73085,7****,*
25003,2****,*
55751,5****,*
15547,1****,*
13332,1****,*
61072,6****,*
47931,4****,*
78159,7****,*
48238,4****,*
26935,2****,*
21563,2****,*
49437,4****,*
57614,5****,*
73190,7****,*
48937,4****,*
57287,5****,*
64767,6****,*
18485,1****,*
15500,1****,*
70708,7****,*
60674,6****,*
37610,3****,*
48538,4****,*
12558,1****,*
64544,6****,*
19346,1****,*
28744,2****,*
51723,5****,*
71948,7****,*
33822,3****,*
17474,1****,*
65575,6****,*
32563,3****,*
69567,6****,*
16774,1****,*
60399,6****,*
40876,4****,*
37421,3****,*
53607,5****,*
14640,1****,*
75470,7****,*
41650,4****,*
40609,4****,*
27202,2****,*
43551,4****,*
79239,7****,*
60901,6****,*
51592,5****,*
79283,7****,*
18696,1****,*
75177,7****,*
44624,4****,*
36779,3****,*
75978,7****,*
49299,4****,*
67829,6****,*
66873,6****,*
26621,2****,*
24679,2****,*
30735,3****,*
34111,3****,*
71205,7****,*
21831,2****,*
77744,7****,*
66820,6****,*
35866,3****,*
59676,5****,*
54466,5****,*
28565,2****,*
30746,3****,*
79393,7****,*
55055,5****,*
73803,7****,*
26994,2****,*
71946,7****,*
29368,2****,*
64175,6****,*
27206,2****,*
52751,5****,*
77551,7****,*
44473,4****,*
75054,7****,*
15404,1****,*
30090,3****,*
59056,5****,*
77268,7****,*
18845,1****,*
30261,3****,*
75093,7****,*
48934,4****,*
53344,5****,*
50176,5****,*
32899,3****,*
65971,6****,*
28458,2****,*
76048,7****,*
78712,7****,*
44435,4****,*
22601,2****,*
77549,7****,*
15094,1****,*
69896,6****,*
65826,6****,*
21165,2****,*
59032,5****,*
70905,7****,*
13292,1****,*
63020,6****,*
76284,7****,*
50493,5****,*
27755,2****,*
56646,5****,*
38960,3****,*
52884,5****,*
62761,6****,*
56356,5****,*
35061,3****,*
15954,1****,*
38312,3****,*
40205,4****,*
65142,6****,*
39087,3****,*
66734,6****,*
48830,4****,*
24327,2****,*
39154,3****,*
34084,3****,*
67850,6****,*
17480,1****,*
14520,1****,*
71551,7****,*
41993,4****,*
71523,7****,*
68246,6****,*
51980,5****,*
58609,5****,*
31595,3****,*
26933,2****,*
28939,2****,*
26834,2****,*
57051,5****,*
41039,4****,*
79528,7****,*
46302,4****,*
19127,1****,*
15906,1****,*
57560,5****,*
36020,3****,*
14542,1****,*
50249,5****,*
30626,3****,*
19794,1****,*
78245,7****,*
10395,1****,*
33112,3****,*
29408,2****,*
54083,5****,*
44176,4****,*
60692,6****,*
34252,3****,*
48066,4****,*
76223,7****,*
20531,2****,*
47048,4****,*
34890,3****,*
45409,4****,*
74922,7****,*
77679,7****,*
27224,2****,*
24916,2****,*
29254,2****,*
68667,6****,*
53492,5****,*
29962,2****,*
42131,4****,*
74731,7****,*
69670,6****,*
55880,5****,*
23284,2****,*
21952,2****,*
19518,1****,*
62789,6****,*
44361,4****,*
42484,4****,*
30297,3****,*
16328,1****,*
34134,3****,*
59057,5****,*
43355,4****,*
52937,5****,*
28710,2****,*
26749,2****,*
15679,1****,*
47493,4****,*
14221,1****,*
73658,7****,*
40538,4****,*
30027,3****,*
33713,3****,*
29964,2****,*
13838,1****,*
66398,6****,*
67833,6****,*
39588,3****,*
40958,4****,*
78802,7****,*
69057,6****,*
73923,7****,*
10318,1****,*
41251,4****,*
52920,5****,*
14525,1****,*
56843,5****,*
43646,4****,*
45573,4****,*
70417,7****,*
75977,7****,*
35517,3****,*
77526,7****,*
36235,3****,*
53943,5****,*
79377,7****,*
40527,4****,*
52164,5****,*
46613,4****,*
11621,1****,*
48206,4****,*
45326,4****,*
17500,1****,*
15895,1****,*
41322,4****,*
75087,7****,*
45186,4****,*
49964,4****,*
51635,5****,*
71781,7****,*
52239,5****,*
30639,3****,*
78077,7****,*
76914,7****,*
38359,3****,*
18292,1****,*
11324,1****,*
26185,2****,*
11455,1****,*
35371,3****,*
16062,1****,*
39017,3****,*
62092,6****,*
43592,4****,*
19248,1****,*
48427,4****,*
75266,7****,*
59261,5****,*
39703,3****,*
34345,3****,*
12294,1****,*
21364,2****,*
52814,5****,*
54953,5****,*
46602,4****,*
22528,2****,*
55671,5****,*
27823,2****,*
19541,1****,*
17952,1****,*
29106,2****,*
12409,1****,*
41906,4****,*
63846,6****,*
37463,3****,*
71075,7****,*
54993,5****,*
22812,2****,*
27898,2****,*
43231,4****,*
58876,5****,*
23871,2****,*
10652,1****,*
66930,6****,*
12673,1****,*
37856,3****,*
61745,6****,*
29928,2****,*
11301,1****,*
33244,3****,*
45329,4****,*
19085,1****,*
27551,2****,*
55989,5****,*
16880,1****,*
77971,7****,*
17093,1****,*
72117,7****,*
58777,5****,*
25810,2****,*
74567,7****,*
53604,5****,*
75321,7****,*
55363,5****,*
73871,7****,*
57763,5****,*
49203,4****,*
67358,6****,*
15155,1****,*
58623,5****,*
52857,5****,*
33110,3****,*
72067,7****,*
56134,5****,*
66221,6****,*
55097,5****,*
15346,1****,*
65425,6****,*
66984,6****,*
27453,2****,*
23005,2****,*
53782,5****,*
20592,2****,*
54541,5****,*
53018,5****,*
67566,6****,*
34987,3****,*
76106,7****,*
31704,3****,*
44854,4****,*
49358,4****,*
61867,6****,*
39808,3****,*
12226,1****,*
57028,5****,*
36814,3****,*
78650,7****,*
35859,3****,*
69993,6****,*
60989,6****,*
70686,7****,*
57832,5****,*
46647,4****,*
54076,5****,*
42296,4****,*
78390,7****,*
44714,4****,*
55739,5****,*
51703,5****,*
63815,6****,*
68544,6****,*
67319,6****,*
61561,6****,*
37512,3****,*
43580,4****,*
69253,6****,*
73920,7****,*
58925,5****,*
61021,6****,*
41375,4****,*
25068,2****,*
11002,1****,*
52508,5****,*
50115,5****,*
49026,4****,*
22064,2****,*
17987,1****,*
27564,2****,*
71394,7****,*
22135,2****,*
49850,4****,*
62331,6****,*
79654,7****,*
57080,5****,*
42886,4****,*
21202,2****,*
12075,1****,*
76217,7****,*
52652,5****,*
33705,3****,*
44898,4****,*
30464,3****,*
54445,5****,*
18867,1****,*
16641,1****,*
78560,7****,*
61233,6****,*
34698,3****,*
49045,4****,*
68395,6****,*
61621,6****,*
66230,6****,*
16423,1****,*
39088,3****,*
58219,5****,*
47312,4****,*
39029,3****,*
37086,3****,*
52626,5****,*
34779,3****,*
61399,6****,*
26275,2****,*
25659,2****,*
21110,2****,*
63607,6****,*
67863,6****,*
30422,3****,*
73256,7****,*
31835,3****,*
50612,5****,*
31364,3****,*
50899,5****,*
74776,7****,*
75936,7****,*
44555,4****,*
37123,3****,*
63974,6****,*
75286,7****,*
33089,3****,*
38182,3****,*
79431,7****,*
19302,1****,*
16728,1****,*
66880,6****,*
56544,5****,*
19289,1****,*
46709,4****,*
35926,3****,*
66775,6****,*
71714,7****,*
14978,1****,*
23559,2****,*
72321,7****,*
55625,5****,*
12004,1****,*
43732,4****,*
64491,6****,*
41187,4****,*
38856,3****,*
57203,5****,*
36532,3****,*
54834,5****,*
37194,3****,*
67963,6****,*
64173,6****,*
42961,4****,*
75481,7****,*
51667,5****,*
21326,2****,*
51513,5****,*
40860,4****,*
18911,1****,*
64040,6****,*
43376,4****,*
13855,1****,*
46547,4****,*
43099,4****,*
59034,5****,*
67377,6****,*
14573,1****,*
74430,7****,*
38614,3****,*
72322,7****,*
44561,4****,*
66911,6****,*
25162,2****,*
49496,4****,*
68094,6****,*
19081,1****,*
59734,5****,*
31558,3****,*
10207,1****,*
19765,1****,*
38753,3****,*
49207,4****,*
43470,4****,*
42718,4****,*
52959,5****,*
62964,6****,*
43016,4****,*
51992,5****,*
75239,7****,*
65513,6****,*
11553,1****,*
72937,7****,*
51660,5****,*
26215,2****,*
43517,4****,*
56093,5****,*
55254,5****,*
35954,3****,*
21907,2****,*
23974,2****,*
16331,1****,*
29129,2****,*
34964,3****,*
60605,6****,*
45900,4****,*
70898,7****,*
57511,5****,*
26181,2****,*
29135,2****,*
15382,1****,*
74393,7****,*
50613,5****,*
78127,7****,*
20082,2****,*
31767,3****,*
56496,5****,*
55779,5****,*
54867,5****,*
61854,6****,*
57301,5****,*
37957,3****,*
22918,2****,*
30194,3****,*
62882,6****,*
75346,7****,*
59177,5****,*
14963,1****,*
52302,5****,*
36925,3****,*
20291,2****,*
61710,6****,*
21918,2****,*
64501,6****,*
35185,3****,*
72988,7****,*
72473,7****,*
59635,5****,*
47014,4****,*
22687,2****,*
17557,1****,*
26596,2****,*
26772,2****,*
60372,6****,*
61395,6****,*
15005,1****,*
22743,2****,*
13073,1****,*
23623,2****,*
57497,5****,*
42918,4****,*
50600,5****,*
62441,6****,*
20885,2****,*
29543,2****,*
35703,3****,*
75315,7****,*
44113,4****,*
16034,1****,*
12173,1****,*
58311,5****,*
22552,2****,*
26651,2****,*
52341,5****,*
11022,1****,*
26113,2****,*
68521,6****,*
40322,4****,*
44076,4****,*
78086,7****,*
13885,1****,*
18854,1****,*
10248,1****,*
42590,4****,*
77764,7****,*
35598,3****,*
28315,2****,*
71144,7****,*
62647,6****,*
29375,2****,*
20978,2****,*
67256,6****,*
17968,1****,*
24411,2****,*
79125,7****,*
70965,7****,*
16862,1****,*
37298,3****,*
48689,4****,*
29042,2****,*
42552,4****,*
41585,4****,*
52251,5****,*
26515,2****,*
14926,1****,*
55603,5****,*
70590,7****,*
40183,4****,*
30632,3****,*
32719,3****,*
66561,6****,*
39070,3****,*
43303,4****,*
25190,2****,*
72636,7****,*
13429,1****,*
57068,5****,*
53562,5****,*
51320,5****,*
51330,5****,*
26867,2****,*
56583,5****,*
12366,1****,*
49807,4****,*
42749,4****,*
65372,6****,*
78876,7****,*
64560,6****,*
35562,3****,*
48388,4****,*
74147,7****,*
68306,6****,*
58223,5****,*
20570,2****,*
12439,1****,*
52999,5****,*
30126,3****,*
11015,1****,*
39708,3****,*
65368,6****,*
12120,1****,*
48476,4****,*
54815,5****,*
18477,1****,*
66008,6****,*
73075,7****,*
57699,5****,*
64366,6****,*
35520,3****,*
15704,1****,*
48597,4****,*
24188,2****,*
35340,3****,*
13780,1****,*
41509,4****,*
22781,2****,*
20891,2****,*
63269,6****,*
15807,1****,*
64057,6****,*
74368,7****,*
72162,7****,*
52125,5****,*
52254,5****,*
11721,1****,*
29999,2****,*
32524,3****,*
61662,6****,*
51208,5****,*
41432,4****,*
50262,5****,*
64227,6****,*
76499,7****,*
29303,2****,*
71474,7****,*
30135,3****,*
66319,6****,*
44307,4****,*
79554,7****,*
71355,7****,*
68148,6****,*
53872,5****,*
43118,4****,*
22011,2****,*
65571,6****,*
32609,3****,*
70035,7****,*
12390,1****,*
37576,3****,*
70394,7****,*
73228,7****,*
75449,7****,*
43292,4****,*
41973,4****,*
78686,7****,*
57445,5****,*
53830,5****,*
22461,2****,*
30784,3****,*
20185,2****,*
29975,2****,*
51294,5****,*
74341,7****,*
49818,4****,*
58346,5****,*
70952,7****,*
18849,1****,*
48479,4****,*
33501,3****,*
27395,2****,*
12207,1****,*
18798,1****,*
19457,1****,*
78413,7****,*
60015,6****,*
24219,2****,*
68680,6****,*
47545,4****,*
10073,1****,*
56805,5****,*
49452,4****,*
67766,6****,*
30395,3****,*
14060,1****,*
54203,5****,*
19681,1****,*
15600,1****,*
70615,7****,*
45680,4****,*
67801,6****,*
79152,7****,*
71458,7****,*
56341,5****,*
28834,2****,*
20685,2****,*
30796,3****,*
38762,3****,*
17881,1****,*
58363,5****,*
74637,7****,*
51489,5****,*
51946,5****,*
56106,5****,*
25676,2****,*
65295,6****,*
35190,3****,*
44380,4****,*
66216,6****,*
29554,2****,*
17058,1****,*
31212,3****,*
48474,4****,*
47129,4****,*
32538,3****,*
57137,5****,*
51877,5****,*
19008,1****,*
43611,4****,*
53829,5****,*
23728,2****,*
36776,3****,*
72236,7****,*
41345,4****,*
52962,5****,*
51924,5****,*
18135,1****,*
63104,6****,*
36653,3****,*
16028,1****,*
59033,5****,*
71015,7****,*
34819,3****,*
57072,5****,*
75458,7****,*
46556,4****,*
62356,6****,*
52637,5****,*
56277,5****,*
54658,5****,*
68620,6****,*
65995,6****,*
51357,5****,*
62954,6****,*
35149,3****,*
47826,4****,*
68901,6****,*
64697,6****,*
28579,2****,*
51984,5****,*
18095,1****,*
30509,3****,*
51381,5****,*
47651,4****,*
40511,4****,*
44805,4****,*
32451,3****,*
63411,6****,*
51283,5****,*
16433,1****,*
27759,2****,*
12741,1****,*
54898,5****,*
67702,6****,*
12760,1****,*
48891,4****,*
15233,1****,*
51482,5****,*
13935,1****,*
57221,5****,*
23405,2****,*
18200,1****,*
56471,5****,*
14669,1****,*
29943,2****,*
43175,4****,*
48844,4****,*
19247,1****,*
69807,6****,*
19989,1****,*
42887,4****,*
37182,3****,*
59875,5****,*
57371,5****,*
39744,3****,*
71669,7****,*
28657,2****,*
55411,5****,*
68100,6****,*
55070,5****,*
47214,4****,*
21844,2****,*
41021,4****,*
65827,6****,*
48514,4****,*
10615,1****,*
11800,1****,*
12388,1****,*
69813,6****,*
22974,2****,*
67344,6****,*
78988,7****,*
39023,3****,*
65949,6****,*
49778,4****,*
32270,3****,*
21514,2****,*
74201,7****,*
63219,6****,*
33433,3****,*
58281,5****,*
39005,3****,*
12938,1****,*
37817,3****,*
10043,1****,*
72367,7****,*
38534,3****,*
52707,5****,*
44429,4****,*
15166,1****,*
61133,6****,*
74455,7****,*
25170,2****,*
45579,4****,*
47145,4****,*
18025,1****,*
42935,4****,*
68071,6****,*
47650,4****,*
15521,1****,*
37338,3****,*
53095,5****,*
25358,2****,*
68485,6****,*
39853,3****,*
77674,7****,*
10350,1****,*
24440,2****,*
20316,2****,*
26512,2****,*
31199,3****,*
17956,1****,*
18548,1****,*
21525,2****,*
41598,4****,*
71964,7****,*
71647,7****,*
68782,6****,*
72515,7****,*
68396,6****,*
67556,6****,*
31019,3****,*
56073,5****,*
79176,7****,*
17153,1****,*
34044,3****,*
13900,1****,*
51462,5****,*
19533,1****,*
64748,6****,*
50835,5****,*
21550,2****,*
51842,5****,*
21595,2****,*
32428,3****,*
24598,2****,*
15625,1****,*
73811,7****,*
57142,5****,*
19596,1****,*
51260,5****,*
58220,5****,*
66089,6****,*
40241,4****,*
21480,2****,*
45686,4****,*
62095,6****,*
53410,5****,*
51318,5****,*
46235,4****,*
35830,3****,*
37813,3****,*
67064,6****,*
27341,2****,*
17977,1****,*
26228,2****,*
46024,4****,*
32281,3****,*
56780,5****,*
57974,5****,*
33257,3****,*
34576,3****,*
31141,3****,*
33483,3****,*
27333,2****,*
63768,6****,*
62517,6****,*
34996,3****,*
36807,3****,*
59388,5****,*
41809,4****,*
15997,1****,*
62868,6****,*
43205,4****,*
59460,5****,*
27291,2****,*
11422,1****,*
68075,6****,*
79364,7****,*
19712,1****,*
29941,2****,*
76995,7****,*
39054,3****,*
18537,1****,*
15814,1****,*
27512,2****,*
73448,7****,*
51100,5****,*
23174,2****,*
45620,4****,*
35401,3****,*
63569,6****,*
33297,3****,*
16596,1****,*
23128,2****,*
70572,7****,*
16722,1****,*
72058,7****,*
70881,7****,*
30987,3****,*
61643,6****,*
55621,5****,*
78931,7****,*
25667,2****,*
13569,1****,*
57789,5****,*
48759,4****,*
19017,1****,*
15377,1****,*
74321,7****,*
73675,7****,*
70715,7****,*
55695,5****,*
74927,7****,*
45930,4****,*
42297,4****,*
43926,4****,*
20882,2****,*
48763,4****,*
35811,3****,*
62196,6****,*
60914,6****,*
55872,5****,*
48307,4****,*
17973,1****,*
64541,6****,*
51252,5****,*
56534,5****,*
56204,5****,*
70953,7****,*
49503,4****,*
20897,2****,*
16441,1****,*
39468,3****,*
40348,4****,*
46482,4****,*
48607,4****,*
34636,3****,*
11326,1****,*
31722,3****,*
40834,4****,*
25128,2****,*
59429,5****,*
52195,5****,*
54089,5****,*
10715,1****,*
45759,4****,*
47917,4****,*
71224,7****,*
55823,5****,*
77264,7****,*
47535,4****,*
32492,3****,*
61456,6****,*
36011,3****,*
21828,2****,*
55612,5****,*
49588,4****,*
39538,3****,*
52092,5****,*
56000,5****,*
75519,7****,*
35415,3****,*
36112,3****,*
71944,7****,*
14172,1****,*
59312,5****,*
75695,7****,*
40171,4****,*
25815,2****,*
68566,6****,*
15042,1****,*
79527,7****,*
45262,4****,*
62578,6****,*
38578,3****,*
74302,7****,*
46289,4****,*
67178,6****,*
70317,7****,*
24106,2****,*
69672,6****,*
42513,4****,*
44300,4****,*
24161,2****,*
79057,7****,*
53028,5****,*
47221,4****,*
28365,2****,*
73680,7****,*
63576,6****,*
69962,6****,*
37565,3****,*
50867,5****,*
67870,6****,*
74426,7****,*
67096,6****,*
34209,3****,*
14087,1****,*
45812,4****,*
30838,3****,*
15302,1****,*
67703,6****,*
18278,1****,*
13814,1****,*
48055,4****,*
33407,3****,*
53790,5****,*
31640,3****,*
64700,6****,*
16280,1****,*
29886,2****,*
53057,5****,*
51846,5****,*
37370,3****,*
42104,4****,*
51180,5****,*
43207,4****,*
10234,1****,*
50815,5****,*
70137,7****,*
12936,1****,*
73078,7****,*
10388,1****,*
66321,6****,*
19934,1****,*
75712,7****,*
10729,1****,*
77606,7****,*
18925,1****,*
31712,3****,*
27523,2****,*
79592,7****,*
48638,4****,*
63890,6****,*
17785,1****,*
45178,4****,*
61001,6****,*
65477,6****,*
21690,2****,*
32592,3****,*
67903,6****,*
20258,2****,*
70110,7****,*
37383,3****,*
23805,2****,*
62324,6****,*
69723,6****,*
43229,4****,*
20062,2****,*
24175,2****,*
40702,4****,*
62001,6****,*
49574,4****,*
40332,4****,*
25459,2****,*
50016,5****,*
19770,1****,*
13385,1****,*
69438,6****,*
21261,2****,*
55086,5****,*
53272,5****,*
74987,7****,*
13845,1****,*
11969,1****,*
57715,5****,*
37083,3****,*
78854,7****,*
72089,7****,*
14018,1****,*
17373,1****,*
32043,3****,*
18550,1****,*
17451,1****,*
36525,3****,*
21324,2****,*
71032,7****,*
60608,6****,*
47941,4****,*
34581,3****,*
33607,3****,*
67310,6****,*
35885,3****,*
41621,4****,*
10168,1****,*
37234,3****,*
46800,4****,*
52748,5****,*
68109,6****,*
59795,5****,*
57542,5****,*
55833,5****,*
69825,6****,*
35742,3****,*
58278,5****,*
65343,6****,*
74220,7****,*
40234,4****,*
25828,2****,*
49979,4****,*
60234,6****,*
71475,7****,*
30218,3****,*
14424,1****,*
45472,4****,*
15111,1****,*
34813,3****,*
47675,4****,*
62812,6****,*
53516,5****,*
37161,3****,*
53800,5****,*
19316,1****,*
77508,7****,*
77865,7****,*
61766,6****,*
55902,5****,*
66619,6****,*
79344,7****,*
15607,1****,*
33354,3****,*
64932,6****,*
79293,7****,*
59359,5****,*
42278,4****,*
14736,1****,*
61489,6****,*
25656,2****,*
22050,2****,*
48428,4****,*
65731,6****,*
62849,6****,*
56383,5****,*
16205,1****,*
77494,7****,*
13067,1****,*
22044,2****,*
72076,7****,*
55755,5****,*
24620,2****,*
69765,6****,*
69129,6****,*
47211,4****,*
53579,5****,*
25462,2****,*
20682,2****,*
73340,7****,*
21892,2****,*
27520,2****,*
59134,5****,*
49516,4****,*
50448,5****,*
55205,5****,*
10285,1****,*
56894,5****,*
27103,2****,*
28474,2****,*
74421,7****,*
50572,5****,*
33264,3****,*
73777,7****,*
19823,1****,*
56324,5****,*
15293,1****,*
11294,1****,*
32808,3****,*
68624,6****,*
28662,2****,*
16431,1****,*
20867,2****,*
74572,7****,*
63613,6****,*
32418,3****,*
22052,2****,*
61895,6****,*
50866,5****,*
31350,3****,*
34355,3****,*
44201,4****,*
54835,5****,*
48139,4****,*
53509,5****,*
73363,7****,*
59778,5****,*
15489,1****,*
36385,3****,*
47039,4****,*
31307,3****,*
48239,4****,*
69955,6****,*
49146,4****,*
31788,3****,*
72213,7****,*
72652,7****,*
62381,6****,*
23296,2****,*
76040,7****,*
15904,1****,*
24780,2****,*
26006,2****,*
34362,3****,*
48589,4****,*
16771,1****,*
13163,1****,*
37269,3****,*
76219,7****,*
61126,6****,*
76120,7****,*
63887,6****,*
79785,7****,*
15858,1****,*
14321,1****,*
16352,1****,*
29174,2****,*
35566,3****,*
16668,1****,*
64756,6****,*
26337,2****,*
51419,5****,*
66346,6****,*
75036,7****,*
60508,6****,*
11207,1****,*
38665,3****,*
29627,2****,*
43493,4****,*
55691,5****,*
30910,3****,*
67731,6****,*
47671,4****,*
78220,7****,*
47038,4****,*
11809,1****,*
47340,4****,*
56927,5****,*
44843,4****,*
26666,2****,*
26212,2****,*
16381,1****,*
37341,3****,*
17230,1****,*
47876,4****,*
20997,2****,*
48919,4****,*
50787,5****,*
67648,6****,*
35448,3****,*
25463,2****,*
43201,4****,*
47453,4****,*
29390,2****,*
32905,3****,*
66423,6****,*
10118,1****,*
44833,4****,*
60411,6****,*
36474,3****,*
45777,4****,*
44699,4****,*
42790,4****,*
77013,7****,*
70981,7****,*
10266,1****,*
61596,6****,*
23580,2****,*
20537,2****,*
63506,6****,*
35902,3****,*
27687,2****,*
43108,4****,*
37634,3****,*
37994,3****,*
44182,4****,*
75602,7****,*
63763,6****,*
38045,3****,*
44139,4****,*
31703,3****,*
14015,1****,*
46224,4****,*
14844,1****,*
36007,3****,*
20089,2****,*
23939,2****,*
65452,6****,*
54908,5****,*
19649,1****,*
22372,2****,*
36919,3****,*
73711,7****,*
28808,2****,*
56586,5****,*
65107,6****,*
78916,7****,*
29448,2****,*
58250,5****,*
54312,5****,*
58599,5****,*
44474,4****,*
24824,2****,*
56525,5****,*
79149,7****,*
50554,5****,*
63615,6****,*
16860,1****,*
45500,4****,*
54978,5****,*
53849,5****,*
12148,1****,*
39965,3****,*
16961,1****,*
28597,2****,*
57934,5****,*
51799,5****,*
53906,5****,*
71227,7****,*
48860,4****,*
15695,1****,*
39953,3****,*
17892,1****,*
38724,3****,*
22571,2****,*
17472,1****,*
78527,7****,*
49399,4****,*
60225,6****,*
52103,5****,*
63780,6****,*
72230,7****,*
14668,1****,*
68364,6****,*
61542,6****,*
65334,6****,*
15953,1****,*
72556,7****,*
17450,1****,*
18714,1****,*
46412,4****,*
32287,3****,*
34306,3****,*
55453,5****,*
66016,6****,*
16422,1****,*
11787,1****,*
45447,4****,*
33463,3****,*
73996,7****,*
57929,5****,*
34078,3****,*
40231,4****,*
70434,7****,*
67168,6****,*
70362,7****,*
37322,3****,*
16781,1****,*
51890,5****,*
34501,3****,*
44502,4****,*
21555,2****,*
62898,6****,*
78089,7****,*
67170,6****,*
10415,1****,*
32718,3****,*
65072,6****,*
71457,7****,*
24393,2****,*
15748,1****,*
45455,4****,*
30326,3****,*
77190,7****,*
